Code CIS,Designation de lelement pharmaceutique,Code de la substance,Dénomination de la substance,Dosage de la substance,Reference de ce dosage,Nature du composant,Numero de liaison SA/FT
67244392,solution,66548,FLUDÉSOXYGLUCOSE [18F],3000 MBq,1 ml de solution injectable,SA,1
67244645,solution,2543,OXOMÉMAZINE,"0,033 g",100 ml de solution buvable,SA,1
67245028,solution,38741,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,"10,58 mg",1 ml,SA,1
67245163,bâton,1591,ALPROSTADIL,1000 microgrammes,un bâton,SA,1
67245747,crème,69506,ADAPALÈNE,"0,1 g",100 g de crème,SA,1
67246258,gélule,31246,TÉMOZOLOMIDE,5 mg,une gélule,SA,1
67247075,pommade,4913,FUSIDATE DE SODIUM,"2,0 g",100 g de pommade,SA,1
67247812,collyre,51796,TRAVOPROST,40 microgrammes,1 ml de solution,SA,1
67248405,comprimé,3885,LÉVODOPA,150 mg,un comprimé,SA,1
67248825,suspension,39488,INSULINE HUMAINE RECOMBINANTE ISOPHANE ,100 UI,1 ml,SA,10
67248985,solution,6254,FLUMAZÉNIL,"0,1 mg",1 mL de solution,SA,1
67250203,solution,3315,FLUCYTOSINE,1 g,100 ml de solution,SA,1
67252364,comprimé,37430,RISPÉRIDONE,1 mg,un comprimé,SA,1
67252581,comprimé,19933,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67252909,comprimé,2064,HYDROCHLOROTHIAZIDE,"6,25 mg",un comprimé,SA,2
67253128,comprimé,1938,CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES,60 mg (2 DH),un comprimé,SA,1
67253384,comprimé,2142,LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67255378,comprimé,73208,PRAVASTATINE SODIQUE,20 mg,un comprimé,SA,1
67255773,sirop,47784,MÉTHADONE (CHLORHYDRATE DE),"1,33 mg",1 ml,SA,1
67255976,solution,5718,IMMUNOGLOBULINE HUMAINE NORMALE (PLASMATIQUE),100 mg,1 ml de solution,SA,3
67257660,comprimé,33803,CHLORHYDRATE DE DONÉPÉZIL,5 mg,un comprimé,SA,1
67258011,comprimé,29486,OLMÉSARTAN MÉDOXOMIL,20 mg,un comprimé,SA,1
67258709,comprimé,6431,LORATADINE,10 mg,un comprimé,SA,1
67258794,comprimé,2428,TRICLABENDAZOLE,250 mg,un comprimé,SA,1
67259654,solution,15612,GADOBUTROL,"604,72 mg",1 mL de solution,SA,1
67260521,comprimé,25715,ACICLOVIR,800 mg,un comprimé,SA,1
67260756,comprimé,36192,VALACICLOVIR,500 mg,un comprimé,FT,1
67261790,solution,6201,ÉOSINE DISODIQUE,2 g,100 g de solution,SA,1
67263364,comprimé,67549,RABÉPRAZOLE BASE,"18,85 mg",un comprimé,FT,1
67265949,comprimé,9122,ZIDOVUDINE,300 mg,un comprimé,SA,2
67267028,capsule,382,LÉVOTHYROXINE SODIQUE,,,SA,1
67267195,solution,63187,CHLORHYDRATE DE DEXMÉDÉTOMIDINE,,,SA,1
67270558,gel,37,DICLOFÉNAC SODIQUE,1 g,100 g de gel,FT,1
67270711,solution,24075,ÉTANERCEPT ,50 mg,une seringue préremplie,SA,1
67271293,comprimé,42215,ANASTROZOLE,1 mg,un comprimé,SA,1
67271457,solution,53028,CISATRACURIUM,2 mg, 1 mL,FT,1
67273294,granules,267,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH, 1 mL,SA,14
67273757,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,6
67274478,suspension,57781,SALMÉTÉROL BASE,25 microgrammes,une dose,FT,1
67275135,comprimé,1,CHLORHYDRATE DE LOPÉRAMIDE,"2,00 mg",un comprimé,SA,1
67275313,lyophilisat,13582,DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ,,,SA,1
67275338,gel,37,DICLOFÉNAC SODIQUE,1 g,100 g de gel,FT,1
67276600,comprimé,66786,PLATINA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,100 g de gel,SA,18
67276995,comprimé,35876,CHLORHYDRATE DE ROPINIROLE,,,SA,1
67277944,comprimé,10171,SIMVASTATINE,40 mg,un comprimé,SA,2
67279404,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
67279692,comprimé,29337,TÉNOFOVIR DISOPROXIL,245 mg,un comprimé,FT,13
67280381,gélule,20256,CHLORHYDRATE DE VENLAFAXINE,,,SA,1
67280591,solution,51827,BILASTINE,"2,5 mg",1 ml de solution,SA,1
67280680,comprimé,8440,KOLA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,1 ml de solution,SA,18
67282578,comprimé,20879,MAGNÉSIUM (LACTATE DE) DIHYDRATÉ,"465,4 mg",un comprimé,SA,1
67283331,comprimé,73594,CANDÉSARTAN CILEXÉTIL,8 mg,un comprimé,SA,1
67284159,comprimé,15304,LISINOPRIL ANHYDRE,"5,000 mg",un comprimé,FT,1
67284839,comprimé,55261,BADIAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67286039,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
67286060,comprimé,39396,FUMARATE DE FÉSOTÉRODINE,4 mg,un comprimé,SA,1
67286345,comprimé,78924,OXALATE D'ESCITALOPRAM,,,SA,1
67286548,comprimé,71153,TELMISARTAN,40 mg,un comprimé,SA,1
67287098,poudre,48539,AZITHROMYCINE DIHYDRATÉE,"41,92 mg",1 ml de suspension reconstituée,SA,1
67288175,poudre,49595,CÉFÉPIME,"2,000 g","un flacon de 3,846 g",FT,2
67288307,comprimé,3984,CHLORHYDRATE DE PYRIDOXINE,50 mg,un comprimé,SA,2
67289569,crème,4587,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES,"7,0 g",100 g de crème,SA,1
67289786,comprimé,4511,TROSPIUM (CHLORURE DE),20 mg,un comprimé,SA,1
67290596,comprimé,819,INDAPAMIDE,"1,50 mg",un comprimé,SA,1
67291972,comprimé,15372,NORFLOXACINE,400 mg,un comprimé,SA,1
67292476,comprimé,4403,CARBONATE DE LITHIUM,400 mg,un comprimé,SA,2
67292654,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
67294185,système de diffusion,1807,ÉTHINYLESTRADIOL,"2,7 mg",un système de diffusion vaginal,SA,2
67294573,comprimé,3969,PHLOROGLUCINOL HYDRATÉ,80 mg,un comprimé,SA,1
67296108,solution,45262,GUSELKUMAB ,100 mg,un stylo préremplie de 1 mL de solution,SA,1
67296909,gélule,47784,CHLORHYDRATE DE MÉTHADONE,1 mg,une gélule,SA,1
67297263,solution,8974,SODIUM (IODURE [131 I] DE) (SOLUTION DE),111 MBq,1 ml à la date de calibration,SA,1
67297982,solution,20030,PACLITAXEL,6 mg,1 ml de solution à diluer pour perfusion,SA,1
67298098,comprimé,81461,CINACALCET,30 mg,un comprimé,FT,1
67298244,solution,28519,FOLLITROPINE DELTA ,36 microgrammes,"1,08 mL de solution",SA,1
67298504,gélule,16849,GABAPENTINE,300 mg,une gélule,SA,1
67298721,poudre,20030,PACLITAXEL,100 mg,un flacon,SA,1
67298970,comprimé,94553,ÉVÉROLIMUS,"2,50 mg",un comprimé,SA,1
67299307,collyre,23654,TOBRAMYCINE,"0,300 g",100 ml de collyre,SA,1
67299595,comprimé,9586,PÉRINDOPRIL TERT-BUTYLAMINE,4 mg,un comprimé,SA,1
67299638,solution,40628,CHLORHYDRATE D'ÉPIRUBICINE,2 mg,1 ml de solution pour perfusion,SA,1
67300325,gélule orange,4204,CHARBON ACTIVÉ,140 mg,une gélule,SA,7
67300396,solution,91576,CHLORHYDRATE DE PALONOSÉTRON,,,SA,1
67300599,solution,10876,OXYBATE DE SODIUM,500 mg,1 Ml,SA,1
67300994,gélule,39422,PRÉGABALINE,75 mg,une gélule,SA,1
67301231,comprimé,17878,LAMIVUDINE,300 mg,un comprimé,SA,2
67301480,comprimé,706,CLOTRIMAZOLE,200 mg,un comprimé,SA,1
67301605,solution,2345,MÉTHOTREXATE,1000 mg,un flacon de 10 mL,SA,1
67301683,granules,76646,VITIS VINIFERA MACÉRAT GLYCÉRINÉ POUR PRÉPARATIONS HOMÉOPATHIQUES,4DH et 6DH,un flacon de 10 mL,SA,1
67301879,poudre,4910,FACTEUR VIII DE COAGULATION HUMAIN ,200 UI,1 ml de solution reconstituée,SA,1
67303969,collyre,33474,LATANOPROST,50 microgrammes,1 ml de collyre en solution,SA,1
67304590,comprimé,13794,LYCOPODIUM CLAVATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,1 ml de collyre en solution,SA,18
67305062,granules,265,CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES,"0,010 mL (9 CH)",un tube de 4 g de granules,SA,2
67305219,comprimé,17723,OLANZAPINE,10 mg,un comprimé,SA,1
67305500,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
67306342,solution,41881,ACIDE ZOLÉDRONIQUE ANHYDRE,5 mg,100 ml,FT,1
67306367,comprimé,77921,CORTEX SURRENAL POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,100 ml,SA,18
67306538,comprimé,39357,BOSENTAN,125 mg,un comprimé,FT,1
67307049,solution,52325,ÉPCORITAMAB ,48 mg,"un flacon de 0,8 mL",SA,1
67308293,comprimé,49207,CHLORHYDRATE DE MÉMANTINE,10 mg,un comprimé,SA,1
67311325,solution,2345,MÉTHOTREXATE,10 mg,"0,4 ml de solution injectable",SA,1
67311535,comprimé,27387,ERLOTINIB (CHLORHYDRATE D'),,,SA,1
67312509,lyophilisat,72,BIOTINE,"0,060 mg",un flacon de lyophilisat,SA,1
67312740,solution,3984,CHLORHYDRATE DE PYRIDOXINE,"250,0 mg",une ampoule de 5 ml,SA,1
67312950,poudre,20052,TOXINE BOTULINIQUE TYPE A ,200 unités ALLERGAN,un flacon,SA,1
67313123,collyre,3088,PHÉNYLÉPHRINE (CHLORHYDRATE DE),40 mg,"un récipient unidose de 0,4 ml",SA,1
67313600,poudre,57,ASPARAGINASE,10 000 UI,un flacon de 100 mg de poudre,SA,1
67314111,comprimé,26148,CHLORHYDRATE DE SOLRIAMFÉTOL,,,SA,1
67315124,ovule,3929,NITRATE D'ÉCONAZOLE,150 mg,un ovule,SA,1
67315206,comprimé,50058,RALTÉGRAVIR,25 mg,un comprimé,FT,1
67316347,comprimé,26727,ROSUVASTATINE CALCIQUE,,,SA,1
67316379,gélule,98502,PALBOCICLIB,75 mg,une gélule,SA,1
67316525,solution,27,LAUROMACROGOL 400,"20,00 mg",une ampoule de 2 mL,SA,1
67318234,comprimé,21053,CAPTOPRIL,50 mg,un comprimé,SA,1
67319215,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,3 mg,un comprimé,SA,1
67320057,gel,22692,KÉTOCONAZOLE,400 mg,un récipient-unidose de 20 g,SA,1
67320146,gel,37,DICLOFÉNAC SODIQUE,1 g,100 g,FT,1
67320527,compartiment A,430,CHLORURE DE CALCIUM DIHYDRATÉ,"0,184 g",1000 ml de solution mélangée,SA,2
67320566,comprimé,1743,DIPYRIDAMOLE,150 mg,un comprimé,SA,1
67320609,comprimé,37430,RISPÉRIDONE,1 mg,un comprimé,SA,1
67320648,solution,53209,VÉDOLIZUMAB ,108 mg,"un stylo prérempli de 0,68 mL",SA,1
67320915,comprimé,1040,ACIDE FOLIQUE,5 mg,un comprimé,SA,1
67322542,poudre,68172,PENTOSTATINE,10 mg,un flacon,SA,1
67323808,poudre,23684,PÉMÉTREXED,500 mg,un flacon,FT,1
67324714,comprimé actif (rose),1807,ÉTHINYLESTRADIOL,"0,02 mg",un comprimé,SA,1
67326252,gélule,39422,PRÉGABALINE,50 mg,une gélule,SA,1
67326619,comprimé,37011,LAMOTRIGINE,50 mg,un comprimé,SA,1
67326875,granulés,81476,VIGABATRINE,500 mg,un sachet,SA,1
67326925,comprimé,2202,PARACÉTAMOL,"500,0 mg",un comprimé,SA,1
67326964,emplâtre,5431,LIDOCAÏNE,700 mg (5 % m/m),un emplâtre médicamenteux,SA,1
67327596,comprimé,5495,GELSEMIUM SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES,50 mg (5DH),un comprimé,SA,2
67329056,liquide,77978,SÉVOFLURANE,1 ml,1 ml,SA,1
67330546,comprimé,20740,SITAGLIPTINE,50 mg,un comprimé,SA,1
67332102,comprimé,36874,VALGANCICLOVIR,450 mg,un comprimé,FT,1
67332173,comprimé,99549,RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ,75 mg,un comprimé,SA,1
67332981,comprimé,49207,CHLORHYDRATE DE MÉMANTINE,20 mg,un comprimé,SA,1
67334039,comprimé,80180,NÉVIRAPINE,200 mg,un comprimé,SA,1
67334530,comprimé,93227,LÉTERMOVIR,240 mg,un comprimé,SA,1
67335269,comprimé,4442,METFORMINE BASE,"662,9 mg",un comprimé,FT,1
67336061,comprimé,975,SPIRAMYCINE,"1,5 M.U.I.",un comprimé,SA,1
67337081,comprimé,37304,ACÉTATE D'ABIRATÉRONE,500 mg,un comprimé,SA,1
67338386,comprimé,5087,CHLORHYDRATE D'OXYCODONE,80 mg,un comprimé,SA,1
67338660,gélule,3902,FÉNOFIBRATE,300 mg,une gélule,SA,1
67338728,collyre,3933,NITRATE DE NAPHAZOLINE,"0,050 g",100 ml de collyre,SA,3
67339449,granules,252,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,3 CH,100 ml de collyre,SA,6
67339463,solution,20394,MINOXIDIL,2 g,100 mL de solution,SA,1
67340437,gel,62086,ALITRÉTINOÏNE,1 mg,1 g,SA,7
67340490,suspension,51576,INSULINE HUMAINE RECOMBINANTE ISOPHANE ,100 UI, 1 ml,SA,1
67341197,comprimé,71638,VANILLA PLANIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH, 1 ml,SA,18
67341610,comprimé,80102,MONTÉLUKAST,10 mg,un comprimé,FT,1
67342541,gel,568,LÉVOMENTHOL,3 g,100 g,SA,2
67343757,liquide,4119,AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES,(TM),un flacon de 60 ml,SA,3
67344026,comprimé,73208,PRAVASTATINE SODIQUE,20 mg,un comprimé,SA,1
67344332,crème,25715,ACICLOVIR,5 g,100 g de crème,SA,1
67345231,comprimé,7436,BISOPROLOL (HÉMIFUMARATE DE),10 mg,un comprimé,SA,1
67346447,comprimé,7911,KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67346461,comprimé,4442,METFORMINE BASE,780 mg,un comprimé,FT,1
67346657,gélule,77060,DIACÉRÉINE,50 mg,une gélule,SA,1
67346714,comprimé,60310,CHLORHYDRATE D'ALFUZOSINE,10 mg,un comprimé,SA,1
67347175,gélule,32353,FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (POUDRE DE),220 mg,une gélule,SA,1
67347855,mousse,1261,BÉTAMÉTHASONE,"0,5 mg",1 g de mousse,FT,2
67348487,solution,93,CHLORURE DE POTASSIUM,"0,10 g",1 ml,SA,1
67348996,comprimé,2726,LÉVOMÉPROMAZINE,25 mg,un comprimé,FT,1
67350239,gélule,16849,GABAPENTINE,400 mg,une gélule,SA,1
67351070,comprimé,73594,CANDÉSARTAN CILEXÉTIL,16 mg,un comprimé,SA,1
67351273,gélule,39422,PRÉGABALINE,150 mg,une gélule,SA,1
67351316,comprimé,7911,KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,18
67351394,suspension,899,BICARBONATE DE SODIUM,267 mg,un sachet de 10 ml,SA,2
67351558,comprimé,75140,IBRUTINIB,280 mg,un comprimé,SA,1
67351693,poudre,63547,SIMOCTOCOG ALFA ,500 UI,un flacon,SA,1
67351818,gélule,1837,TÉTRACYCLINE,300 mg,une gélule,FT,1
67352140,solution,50681,DARATUMUMAB ,20 mg,1 ml de solution,SA,1
67352838,gélule,3226,ACÉTATE DE FLÉCAÏNIDE,100 mg,une gélule,SA,1
67353712,comprimé,5596,LIOTHYRONINE SODIQUE,"0,025 mg",un comprimé,SA,1
67353961,comprimé,1097,ALLOPURINOL,200 mg,un comprimé,SA,1
67353986,poudre,59983,MÉROPÉNEM TRIHYDRATÉ,,,SA,1
67354892,comprimé,42215,ANASTROZOLE,1 mg,un comprimé,SA,1
67355243,poudre,772,CÉFOXITINE SODIQUE,"2,103 g",un flacon,SA,1
67355371,solution,48470,CHLORHYDRATE D'ESKÉTAMINE,,,SA,1
67356046,comprimé,17878,LAMIVUDINE,300 mg,un comprimé,SA,1
67357066,comprimé,15734,VALSARTAN,160 mg,un comprimé,SA,1
67357301,comprimé,38607,FUMARATE DE QUÉTIAPINE,,,SA,1
67358816,comprimé,49697,NEPETA CATARIA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67358912,comprimé,428,CARBONATE DE CALCIUM,1250 mg,un comprimé,SA,1
67359188,suspension,626,SALBUTAMOL,"100,00 microgrammes",une dose,FT,1
67359220,comprimé,26682,LÉTROZOLE,"2,5 mg",un comprimé,SA,1
67360094,comprimé,26014,RHUS VERNIX POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,un comprimé,SA,18
67360468,comprimé,55222,FEXOFENADINE,168 mg,un comprimé,FT,1
67361246,comprimé jaune clair,4287,VALÉRATE D'ESTRADIOL,2 mg,un comprimé,SA,25
67361794,solution,19034,MÉPOLIZUMAB ,40 mg,"une seringue préremplie de 0,4 mL",SA,1
67363642,crème,25715,ACICLOVIR,5 g,100 g de crème,SA,1
67364616,comprimé,10171,SIMVASTATINE,10 mg,un comprimé,SA,1
67364819,comprimé,55485,RÉPAGLINIDE,1 mg,un comprimé,SA,10
67365045,comprimé,8839,CLEMATIS ERECTA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,17
67365141,comprimé,79270,CHLORHYDRATE DE RALOXIFÈNE,60 mg,un comprimé,SA,11
67365440,comprimé,37304,ACÉTATE D'ABIRATÉRONE,500 mg,un comprimé,SA,1
67365650,comprimé blanc,1786,ESTRADIOL,1 mg,un comprimé,FT,1
67366695,poudre,141,DACARBAZINE,500 mg,un flacon,SA,1
67367256,comprimé,17723,OLANZAPINE,5 mg,un comprimé,SA,1
67367270,solution,4155,SODIUM (CITRATE DE),"0,2700 g",un récipent unidose,SA,6
67368301,comprimé,977,SPIRONOLACTONE,50 mg,un comprimé,SA,1
67368493,solution,382,LÉVOTHYROXINE SODIQUE,,,SA,1
67369481,granulés,5562,VALPROATE DE SODIUM,"166,76 mg",un sachet-dose,SA,1
67369944,crème,773,HYDROCORTISONE (BUTYRATE D'),"0,10 g",100 g,SA,1
67370131,gélule,51371,FUMARATE DE DIMÉTHYLE,240 mg,une gélule,SA,1
67372837,comprimé,33609,FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE,500 mg dont 450 mg de diosmine et 50 mg de flavonoïdes exprimés en hespéridine,un comprimé,SA,1
67373049,crème,30911,CICLOPIROX OLAMINE,1 g,100 g de crème,SA,1
67373259,comprimé,67540,FÉBUXOSTAT HÉMIHYDRATÉ,,,SA,1
67376038,bain de bouche,2045,HEXÉTIDINE,"0,1000 g",un flacon de 100 ml,SA,1
67376675,comprimé,17723,OLANZAPINE,15 mg,un comprimé,SA,1
67377072,comprimé,86853,AORTE POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,4
67377186,solution,4458,TRINITRINE,"0,3 mg","cent pour une dose de 0,050 ml",FT,1
67377300,comprimé,28459,CHLORHYDRATE DE PROPAFÉNONE,300 mg,un comprimé,SA,1
67379949,comprimé,19809,ATORVASTATINE,80 mg,un comprimé,FT,1
67381537,solution,4401,EAU POUR PRÉPARATIONS INJECTABLES,qs,un flacon ou une ampoule,SA,1
67383303,comprimé,25681,LACOSAMIDE,50 mg,un comprimé,SA,1
67385005,collyre,473,CROMOGLICATE DE SODIUM,"0,007 g",un récipient unidose,SA,1
67385902,comprimé,35072,AMBROSIA ARTEMISIAEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un récipient unidose,SA,18
67386324,solution,2667,MIDAZOLAM,5 mg,1 mL,FT,1
67386609,comprimé,46548,PYROGENIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,1 mL,SA,17
67388994,gélule,33773,CHLORHYDRATE DE LÉNALIDOMIDE HYDRATÉ,,,SA,1
67389167,poudre,30925,CEFTRIAXONE SODIQUE,"1079,27 mg",un flacon de poudre,SA,1
67390002,granules,4593,BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES,6 DH,un flacon de poudre,SA,26
67390276,solution,95609,LÉVÉTIRACÉTAM,100 mg,1 mL de solution,SA,1
67390664,solution,93,CHLORURE DE POTASSIUM,"0,3 g",1000 ml,SA,2
67390671,comprimé,21200,JUNIPERUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,1000 ml,SA,18
67392081,implant,1608,DEXAMÉTHASONE,700 µg,un implant,SA,1
67392156,comprimé,79270,CHLORHYDRATE DE RALOXIFÈNE,60 mg,un comprimé,SA,1
67392245,poudre,55721,SÉVÉLAMER (CARBONATE DE),"2,4 g",un sachet de poudre,SA,1
67392252,comprimé,95609,LÉVÉTIRACÉTAM,250 mg,un comprimé,SA,1
67392284,gélule,42406,SERTRALINE BASE,25 mg,une gélule,FT,1
67392754,suspension,3009,ATOVAQUONE,750 mg,une dose unitaire de 5 mL,SA,1
67393660,comprimé,50947,ABÉMACICLIB,50 mg,un comprimé,SA,1
67393849,comprimé,2114,CÉFIXIME TRIHYDRATÉE,,,SA,1
67395654,comprimé,20394,MINOXIDIL,10 mg,un comprimé,SA,1
67396382,comprimé,36192,VALACICLOVIR,500 mg,un comprimé,FT,1
67396934,comprimé,9231,AMISULPRIDE,400 mg,un comprimé,SA,1
67397826,solution,70202,BÉVACIZUMAB ,25 mg,1 mL de solution,SA,1
67398390,comprimé,96835,ARIPIPRAZOLE,5 mg,un comprimé,SA,1
67398796,comprimé,17723,OLANZAPINE,10 mg,un comprimé,SA,1
67398942,comprimé,7436,FUMARATE DE BISOPROLOL,5 mg,un comprimé,SA,1
67399275,collyre,25329,CHLORHYDRATE D'AZÉLASTINE,"0,05 g",100 ml,SA,1
67399300,comprimé,26682,LÉTROZOLE,"2,5 mg",un comprimé,SA,1
67399371,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,2
67400941,comprimé,16278,COLLINSONIA CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
67401121,solution,69007,INTERFÉRON GAMMA-1B,"2 000 000 UI (0,1 mg)","0,5 ml",SA,1
67401139,comprimé,24982,ALENDRONATE MONOSODIQUE TRIHYDRATÉ,,,SA,1
67402045,gélule,37973,RIVASTIGMINE BASE,6 mg,une gélule,FT,9
67402230,comprimé,1807,ÉTHINYLESTRADIOL,"0,020 mg",un comprimé,SA,2
67402554,comprimé,37430,RISPÉRIDONE,"1,00 mg",un comprimé,SA,1
67403058,comprimé,87471,ENTACAPONE,200 mg,un comprimé,SA,1
67403357,gélule,24381,BUDÉSONIDE,200 microgrammes,une gélule,SA,1
67403581,solution,53028,CISATRACURIUM,"5,00 mg",1 mL de solution,FT,1
67403631,solution,41278,CHROME [51CR] (ÉDÉTATE DE),37 MBq à la date de calibration,un flacon,SA,1
67404879,comprimé,21888,CHLORHYDRATE DE BUPRÉNORPHINE,"2,16 mg",un comprimé,SA,1
67405194,comprimé,55485,RÉPAGLINIDE,"0,5 mg",un comprimé,SA,1
67405365,comprimé,1206,AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES,30 mg (6 DH),un comprimé,SA,1
67406111,comprimé,21888,CHLORHYDRATE DE BUPRÉNORPHINE,,,SA,1
67406937,comprimé,5248,AMOXICILLINE,1 g,un comprimé,FT,1
67407099,gel,2229,PROGESTÉRONE,"1,0 g",100 g de gel,SA,1
67407786,comprimé,39357,BOSENTAN,125 mg,un comprimé,FT,1
67408144,solution,83,PIRACÉTAM,1 g,5 ml,SA,1
67409050,comprimé,2064,HYDROCHLOROTHIAZIDE,"6,25 mg",un comprimé,SA,2
67410088,gélule,5248,AMOXICILLINE,500 mg,une gélule,FT,1
67410412,solution,1090,ALIMÉMAZINE,4 g,100 ml de solution buvable,FT,1
67411585,comprimé,2169,PREDNISOLONE,20 mg,un comprimé,FT,1
67411667,poudre,20052,TOXINE BOTULINIQUE TYPE A ,50 unités DL 50,un flacon,SA,1
67411717,comprimé,37,DICLOFÉNAC SODIQUE,50 mg,un comprimé,SA,1
67412121,solution,95609,LÉVÉTIRACÉTAM,100 mg,1mL de solution à diluer pour perfusion,SA,1
67413458,comprimé,3682,MALÉATE D'ÉNALAPRIL,20 mg,un comprimé,SA,1
67415847,comprimé,3682,MALÉATE D'ÉNALAPRIL,20 mg,un comprimé,SA,2
67416486,collyre,200,MALÉATE DE TIMOLOL,,,SA,2
67417620,comprimé,21070,GUAIACUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un 1 mL,SA,18
67418398,comprimé,11532,RAMIPRIL,10 mg,un comprimé,SA,1
67418601,comprimé,60077,LÉVOFLOXACINE HÉMIHYDRATÉE,,,SA,1
67419742,suspension,41788,PROPIONATE DE FLUTICASONE,50 microgrammes,une dose émise,SA,1
67421017,comprimé,8736,CHLORHYDRATE DE QUINAPRIL,,,SA,1
67421348,comprimé,196,LÉVONORGESTREL,100 microgrammes,un comprimé,SA,1
67422090,comprimé,28847,DARUNAVIR,400 mg,un comprimé,SA,1
67422400,comprimé,7436,FUMARATE DE BISOPROLOL,10 mg,un comprimé,SA,1
67423363,comprimé,96835,ARIPIPRAZOLE,15 mg,un comprimé,SA,1
67423452,insert,358,TROPICAMIDE,"0,28 mg",un insert ophtalmique,SA,2
67423559,solution,2709,LACTULOSE,10 g,un sachet de 15 ml,FT,1
67423566,comprimé,60707,IMATINIB,400 mg,un comprimé,FT,1
67423712,solution,49243,OFATUMUMAB ,20 mg,1 ml de solution à diluer,SA,1
67424650,solution,36836,CHLORHYDRATE DE BENDAMUSTINE MONOHYDRATÉ,,,SA,1
67424846,solution,3044,CARBOCISTÉINE,5 g,100 ml,SA,1
67426893,comprimé,13112,ALPRAZOLAM,1 mg,un comprimé,SA,1
67427632,comprimé,79562,LORMÉTAZÉPAM,1 mg,un comprimé,SA,1
67428136,comprimé,27287,DAPOXÉTINE,60 mg,un comprimé,FT,1
67429003,solution,66079,BRIVARACÉTAM,10 mg,1 ml de solution,SA,1
67429380,comprimé,5242,CHLORHYDRATE DE VÉRAPAMIL,"120,000 mg",un comprimé,SA,1
67429811,comprimé,22322,TAPENTADOL,25 mg,un comprimé,FT,1
67430062,comprimé,37304,ACÉTATE D'ABIRATÉRONE,1000 mg,un comprimé,SA,1
